,arrival_date,state,district,market,variety,modal_price
4778,Sep,Maharashtra,Parbhani,Jintur(Bori),Yellow,3565.0
4780,Sep,Maharashtra,Parbhani,Pathari,Other,3201.0
4781,Sep,Maharashtra,Parbhani,Selu,Other,3570.0
4782,Sep,Maharashtra,Satara,Vaduj,Other,3750.0
4783,Sep,Maharashtra,Sholapur,Barshi,Other,3685.5
4784,Sep,Maharashtra,Vashim,Karanja,Other,3471.25
4785,Sep,Maharashtra,Vashim,Malegaon(Vashim),Other,3530.0
4786,Sep,Maharashtra,Vashim,Mangrulpeer,Yellow,3593.3333333333335
4787,Sep,Maharashtra,Vashim,Manora,Other,3593.0
4779,Sep,Maharashtra,Parbhani,Parbhani,Yellow,3300.0
4768,Sep,Maharashtra,Nashik,Lasalgaon(Niphad),Other,3604.1666666666665
4767,Sep,Maharashtra,Nashik,Lasalgaon,Other,3506.6666666666665
4766,Sep,Maharashtra,Nashik,Kalvan,Other,3711.0
4747,Sep,Maharashtra,Latur,Chakur,Yellow,3604.0
4748,Sep,Maharashtra,Latur,Latur,Yellow,3632.0
4749,Sep,Maharashtra,Latur,Latur(Murud),Yellow,3624.6
4750,Sep,Maharashtra,Latur,Nilanga,Yellow,3600.0
4751,Sep,Maharashtra,Latur,Udgir,Other,3621.8333333333335
4752,Sep,Maharashtra,Latur,Udgir(Devanibud),Yellow,3693.0
4753,Sep,Maharashtra,Nagpur,Bhiwapur,Yellow,3490.0
4754,Sep,Maharashtra,Nagpur,Katol,Yellow,3435.0
4755,Sep,Maharashtra,Nagpur,Mandhal,Yellow,3500.0
4756,Sep,Maharashtra,Nagpur,Nagpur,Other,3450.0
4757,Sep,Maharashtra,Nagpur,Savner,Yellow,3237.5
4758,Sep,Maharashtra,Nagpur,Umared,Yellow,3583.3333333333335
4759,Sep,Maharashtra,Nanded,Bhokar,Yellow,3507.2
4760,Sep,Maharashtra,Nanded,Dharmabad,Yellow,3492.5
4761,Sep,Maharashtra,Nanded,Himalyatnagar,Yellow,3325.0
4762,Sep,Maharashtra,Nanded,Mukhed,Yellow,3475.0
4763,Sep,Maharashtra,Nanded,Nanded,Other,3560.5
4764,Sep,Maharashtra,Nandurbar,Nandurbar,Other,3548.25
4765,Sep,Maharashtra,Nandurbar,Navapur,Other,3288.0
4788,Sep,Maharashtra,Vashim,Risod,Other,3535.0
4746,Sep,Maharashtra,Latur,Ausa,Yellow,3490.0
4789,Sep,Maharashtra,Vashim,Washim,Yellow,3533.3333333333335
4791,Sep,Maharashtra,Wardha,Arvi,Yellow,3450.0
4815,Sep,Rajasthan,Bundi,Sumerganj,Other,3695.0
4816,Sep,Rajasthan,Chittorgarh,Badrisadri,Other,3579.3333333333335
4817,Sep,Rajasthan,Chittorgarh,Nimbahera,Other,3300.3333333333335
4818,Sep,Rajasthan,Chittorgarh,Pratapgarh,Yellow,3548.25
4819,Sep,Rajasthan,Jhalawar,Aklera,Other,3569.0
4820,Sep,Rajasthan,Jhalawar,Bhawani Mandi,Other,3501.8
4821,Sep,Rajasthan,Jhalawar,Bhawani Mandi(Choumehla),Other,3503.0
4822,Sep,Rajasthan,Jhalawar,Bhawani Mandi(Raipur),Other,3514.75
4814,Sep,Rajasthan,Bundi,Keshoraipatan,Other,3479.1
4823,Sep,Rajasthan,Jhalawar,Jhalarapatan,Other,3594.3333333333335
4825,Sep,Rajasthan,Kota,Chechat,Other,3560.0
4826,Sep,Rajasthan,Kota,Itawa,Other,3400.0
4827,Sep,Rajasthan,Kota,Kota,Other,3620.0
4828,Sep,Rajasthan,Kota,Ramaganj Mandi,Other,3518.5
4829,Sep,Rajasthan,Swai Madhopur,Sawai Madhopur,Other,3505.5
4830,Sep,Rajasthan,Udaipur,Udaipur,Other,3550.0
4831,Sep,Telangana,Adilabad,Bhainsa,Yellow,3409.0
4832,Sep,Telangana,Medak,Zaheerabad,Black,3550.0
4824,Sep,Rajasthan,Jhalawar,Khanpur,Other,3687.0
4813,Sep,Rajasthan,Bundi,DEI(Bundi),Other,3483.6666666666665
4812,Sep,Rajasthan,Bundi,Bundi,Other,3520.0
4811,Sep,Rajasthan,Baran,Chhabra,Other,3508.0
4792,Sep,Maharashtra,Wardha,Ashti(Karanja),Yellow,3473.3333333333335
4793,Sep,Maharashtra,Wardha,Hinganghat,Yellow,3325.0
4794,Sep,Maharashtra,Wardha,Pulgaon,Yellow,3552.5
4795,Sep,Maharashtra,Wardha,Sindi,Yellow,3463.75
4796,Sep,Maharashtra,Wardha,Sindi(Selu),Yellow,3423.3333333333335
4797,Sep,Maharashtra,Wardha,Wardha,Yellow,3475.0
4798,Sep,Maharashtra,Yavatmal,Babhulgaon,Yellow,3470.5
4799,Sep,Maharashtra,Yavatmal,Digras,Yellow,3490.0
4800,Sep,Maharashtra,Yavatmal,Kalamb,Yellow,3330.0
4801,Sep,Maharashtra,Yavatmal,Ner Parasopant,Yellow,3725.0
4802,Sep,Maharashtra,Yavatmal,Umarked(Danki),Yellow,3450.0
4803,Sep,Maharashtra,Yavatmal,Umarkhed,Yellow,3516.6666666666665
4804,Sep,Maharashtra,Yavatmal,Vani,Yellow,3482.5
4805,Sep,Maharashtra,Yavatmal,Yeotmal,Yellow,3516.6666666666665
4806,Sep,Maharashtra,Yavatmal,ZariZamini,Yellow,3415.0
4807,Sep,Rajasthan,Baran,Anta,Other,3301.0
4808,Sep,Rajasthan,Baran,Atru,Other,3479.0
4809,Sep,Rajasthan,Baran,Atru(Kawai Salpura),Other,3521.1666666666665
4810,Sep,Rajasthan,Baran,Baran,Other,3454.8333333333335
4790,Sep,Maharashtra,Vashim,Washim(Ansing),Yellow,3566.6666666666665
4745,Sep,Maharashtra,Latur,Aurad Shahajani,Yellow,3585.6
4744,Sep,Maharashtra,Latur,Ahmedpur,Yellow,3498.75
4743,Sep,Maharashtra,Jalgaon,Pachora,Other,3361.0
4679,Sep,Madhya Pradesh,Vidisha,Kurwai,Yellow,3200.0
4680,Sep,Madhya Pradesh,Vidisha,Lateri,Yellow,3464.0
4681,Sep,Madhya Pradesh,Vidisha,Shamshabad,Yellow,3388.0
4682,Sep,Madhya Pradesh,Vidisha,Sironj,Other,3419.8
4683,Sep,Madhya Pradesh,Vidisha,Vidisha,Yellow,3465.0
4684,Sep,Maharashtra,Ahmednagar,Jamkhed,Yellow,3450.0
4685,Sep,Maharashtra,Ahmednagar,Kopargaon,Other,3513.8
4686,Sep,Maharashtra,Ahmednagar,Rahuri(Vambori),Other,3519.2
4678,Sep,Madhya Pradesh,Vidisha,Gulabganj,Other,3200.0
4687,Sep,Maharashtra,Ahmednagar,Shrirampur,Other,3472.5
4689,Sep,Maharashtra,Akola,Akola,Yellow,3510.8333333333335
4690,Sep,Maharashtra,Akola,Akot,Yellow,3383.3333333333335
4691,Sep,Maharashtra,Akola,Balapur,Yellow,3500.0
4692,Sep,Maharashtra,Akola,Murtizapur,Yellow,3468.0
4693,Sep,Maharashtra,Akola,Patur,Other,3550.0
4694,Sep,Maharashtra,Akola,Telhara,Yellow,3476.2
4695,Sep,Maharashtra,Amarawati,Amarawati,Other,3417.6666666666665
4696,Sep,Maharashtra,Amarawati,Anajngaon,Yellow,3250.0
4688,Sep,Maharashtra,Ahmednagar,Shrirampur(Belapur),Other,3700.0
4677,Sep,Madhya Pradesh,Vidisha,Ganjbasoda,Yellow,3376.6666666666665
4676,Sep,Madhya Pradesh,Umariya,Umariya,Other,3105.0
4675,Sep,Madhya Pradesh,Ujjain,Unhel,Soyabeen,354.025
4655,Sep,Madhya Pradesh,Shehdol,Shahdol,Other,3348.0
4656,Sep,Madhya Pradesh,Sheopur,Sheopurbadod,Other,3330.3333333333335
4658,Sep,Madhya Pradesh,Shivpuri,Barad,Yellow,3517.5
4659,Sep,Madhya Pradesh,Shivpuri,Karera,Other,3425.0
4660,Sep,Madhya Pradesh,Shivpuri,Khatora,Other,3398.0
4661,Sep,Madhya Pradesh,Shivpuri,Kolaras,Other,3586.6
4662,Sep,Madhya Pradesh,Shivpuri,Pichhour,Other,3400.0
4663,Sep,Madhya Pradesh,Shivpuri,Pohari,Yellow,3408.3333333333335
4664,Sep,Madhya Pradesh,Shivpuri,Rannod,Black,3115.0
4665,Sep,Madhya Pradesh,Shivpuri,Shivpuri,Other,3474.0
4666,Sep,Madhya Pradesh,Tikamgarh,Khargapur,Black,3309.0
4667,Sep,Madhya Pradesh,Tikamgarh,Niwadi,Yellow,3409.0
4668,Sep,Madhya Pradesh,Tikamgarh,Tikamgarh,Yellow,3413.75
4669,Sep,Madhya Pradesh,Ujjain,Badnagar,Yellow,3592.0
4670,Sep,Madhya Pradesh,Ujjain,Khachrod,Yellow,3573.0
4671,Sep,Madhya Pradesh,Ujjain,Mahidpur,Yellow,3462.8
4672,Sep,Madhya Pradesh,Ujjain,Nagda,Yellow,3544.5
4673,Sep,Madhya Pradesh,Ujjain,Tarana,Yellow,3550.25
4674,Sep,Madhya Pradesh,Ujjain,Ujjain,Yellow,3624.3333333333335
4697,Sep,Maharashtra,Amarawati,Chandur Bazar,Yellow,3340.0
4698,Sep,Maharashtra,Amarawati,Chandur Railway,Yellow,3489.0
4699,Sep,Maharashtra,Amarawati,Daryapur,Yellow,3345.0
4700,Sep,Maharashtra,Amarawati,Dhamngaon-Railway,Yellow,3375.0
4724,Sep,Maharashtra,Chandrapur,Rajura,Yellow,3564.5
4725,Sep,Maharashtra,Chandrapur,Varora,Yellow,3289.0
4726,Sep,Maharashtra,Dhule,Dhule,Other,3500.0
4727,Sep,Maharashtra,Dhule,Shirpur,Yellow,3575.0
4728,Sep,Maharashtra,Hingoli,Basmat,Yellow,3600.0
4729,Sep,Maharashtra,Hingoli,Hingoli,Other,3522.5
4730,Sep,Maharashtra,Hingoli,Hingoli(Kanegoan Naka),Yellow,3546.0
4731,Sep,Maharashtra,Hingoli,Jawala-Bajar,Other,3300.0
4732,Sep,Maharashtra,Hingoli,Kalamnuri,Yellow,3400.0
4733,Sep,Maharashtra,Hingoli,Sengoan,Yellow,3516.6666666666665
4734,Sep,Maharashtra,Jalana,Bhokardan,Yellow,3500.0
4735,Sep,Maharashtra,Jalana,Bhokardan(Pimpalgaon Renu),Yellow,3600.0
4736,Sep,Maharashtra,Jalana,Ghansawangi,Yellow,3200.0
4737,Sep,Maharashtra,Jalana,Jalana,Yellow,3575.0
4738,Sep,Maharashtra,Jalana,Partur,Yellow,3540.2
4739,Sep,Maharashtra,Jalgaon,Amalner,Other,3433.6666666666665
4740,Sep,Maharashtra,Jalgaon,Chalisgaon,Other,3200.0
4741,Sep,Maharashtra,Jalgaon,Chopada,Yellow,3437.3333333333335
4742,Sep,Maharashtra,Jalgaon,Jalgaon,Other,3450.0
4723,Sep,Maharashtra,Chandrapur,Chandrapur,Other,3577.0
4653,Sep,Madhya Pradesh,Shajapur,Soyatkalan,Other,3350.0
4722,Sep,Maharashtra,Buldhana,Shegaon,Yellow,3445.8333333333335
4720,Sep,Maharashtra,Buldhana,Nandura,Yellow,3558.75
4701,Sep,Maharashtra,Amarawati,Morshi,Other,3431.0
4702,Sep,Maharashtra,Amarawati,Nanggaon,Yellow,3410.0
4703,Sep,Maharashtra,Aurangabad,Lasur Station,Other,3700.0
4704,Sep,Maharashtra,Aurangabad,Sillod,Other,3516.6666666666665
4705,Sep,Maharashtra,Beed,Ambejaogai,Yellow,3613.3333333333335
4706,Sep,Maharashtra,Beed,Gevrai,Yellow,3433.6
4707,Sep,Maharashtra,Beed,Kada,Other,4300.0
4708,Sep,Maharashtra,Beed,Kaij,Yellow,3494.5
4709,Sep,Maharashtra,Beed,Majalgaon,Other,3564.25
4710,Sep,Maharashtra,Beed,Parali Vaijyanath,Other,3627.5
4711,Sep,Maharashtra,Buldhana,Buldhana,Yellow,3500.0
4712,Sep,Maharashtra,Buldhana,Buldhana(Dhad),Yellow,3200.0
4713,Sep,Maharashtra,Buldhana,Chikali,Yellow,3408.6666666666665
4714,Sep,Maharashtra,Buldhana,Deoulgaon Raja,Yellow,3416.8333333333335
4715,Sep,Maharashtra,Buldhana,Jalgaon Jamod(Aasalgaon),Yellow,3500.0
4716,Sep,Maharashtra,Buldhana,Khamgaon,Yellow,3423.0
4717,Sep,Maharashtra,Buldhana,Lonar,Yellow,3520.5
4718,Sep,Maharashtra,Buldhana,Malkapur,Yellow,3466.6666666666665
4719,Sep,Maharashtra,Buldhana,Mehekar,Other,3482.5
4721,Sep,Maharashtra,Buldhana,Sangrampur(Varvatbakal),Other,3550.0
4833,Sep,Uttar Pradesh,Kanpur,Kanpur(Grain),Soyabeen,4605.833333333333
4834,Sep,Uttar Pradesh,Lalitpur,Lalitpur,Yellow,3584.0
4291,Oct,Madhya Pradesh,Shajapur,Momanbadodiya,Yellow,3428.0
4228,Oct,Madhya Pradesh,Mandsaur,Piplya,Yellow,3350.0
4229,Oct,Madhya Pradesh,Mandsaur,Shamgarh,Soyabeen,3511.3333333333335
4230,Oct,Madhya Pradesh,Mandsaur,Sitmau,Other,3487.25
4231,Oct,Madhya Pradesh,Mandsaur,Suvasra,Other,3137.0
4232,Oct,Madhya Pradesh,Morena,Kailaras,Yellow,3187.0
4233,Oct,Madhya Pradesh,Narsinghpur,Gadarwada,Yellow,3200.0
4234,Oct,Madhya Pradesh,Narsinghpur,Kareli,Yellow,3374.0
4235,Oct,Madhya Pradesh,Narsinghpur,Narsinghpur,Other,3327.5
4227,Oct,Madhya Pradesh,Mandsaur,Piplya,Soyabeen,3550.0
4236,Oct,Madhya Pradesh,Neemuch,Manasa,Other,3497.75
4238,Oct,Madhya Pradesh,Panna,Panna,Other,3205.0
4239,Oct,Madhya Pradesh,Raisen,Begamganj,Other,3390.0
4240,Oct,Madhya Pradesh,Raisen,Gairatganj,Yellow,3385.5
4241,Oct,Madhya Pradesh,Raisen,Obedullaganj,Yellow,3166.6666666666665
4242,Oct,Madhya Pradesh,Raisen,Raisen,Other,3253.0
4243,Oct,Madhya Pradesh,Raisen,Silvani,Black,3325.0
4244,Oct,Madhya Pradesh,Raisen,Udaipura,Other,3260.0
4245,Oct,Madhya Pradesh,Rajgarh,Biaora,Yellow,3365.0
4237,Oct,Madhya Pradesh,Neemuch,Neemuch,Yellow,3587.4
4226,Oct,Madhya Pradesh,Mandsaur,Mandsaur,Other,3177.0
4225,Oct,Madhya Pradesh,Mandsaur,Daloda,Soyabeen,3584.0
4224,Oct,Madhya Pradesh,Khargone,Sanawad,Soyabeen,3243.6666666666665
4205,Oct,Madhya Pradesh,Harda,Siroli,Soyabeen,3394.6666666666665
4206,Oct,Madhya Pradesh,Harda,Timarni,Soyabeen,3171.5
4207,Oct,Madhya Pradesh,Hoshangabad,Banapura,Yellow,3450.5
4208,Oct,Madhya Pradesh,Hoshangabad,Itarsi,Yellow,3466.4
4209,Oct,Madhya Pradesh,Hoshangabad,Pipariya,Other,2869.0
4210,Oct,Madhya Pradesh,Indore,Gautampura,Other,3482.0
4211,Oct,Madhya Pradesh,Indore,Indore,Yellow,3585.0
4212,Oct,Madhya Pradesh,Indore,Mhow,Other,3451.25
4213,Oct,Madhya Pradesh,Indore,Sanwer,Yellow,3541.0
4214,Oct,Madhya Pradesh,Jhabua,Jhabua,Yellow,3471.6666666666665
4215,Oct,Madhya Pradesh,Jhabua,Petlawad,Yellow,3473.8333333333335
4216,Oct,Madhya Pradesh,Jhabua,Thandla,Yellow,3387.5
4217,Oct,Madhya Pradesh,Khandwa,Harsood,Yellow,3515.0
4218,Oct,Madhya Pradesh,Khandwa,Khandwa,Yellow,3520.25
4219,Oct,Madhya Pradesh,Khandwa,Pandhana,Other,3350.0
4220,Oct,Madhya Pradesh,Khargone,Badwaha,Yellow,3390.0
4221,Oct,Madhya Pradesh,Khargone,Bhikangaon,Other,3492.4
4222,Oct,Madhya Pradesh,Khargone,Karhi,Other,3350.0
4223,Oct,Madhya Pradesh,Khargone,Khargone,Other,3454.8
4246,Oct,Madhya Pradesh,Rajgarh,Chhapiheda,Other,3367.3333333333335
4204,Oct,Madhya Pradesh,Harda,Khirakiya,Yellow,3488.2
4247,Oct,Madhya Pradesh,Rajgarh,Jeerapur,Other,3500.0
4249,Oct,Madhya Pradesh,Rajgarh,Khilchipur,Soyabeen,3461.25
4273,Oct,Madhya Pradesh,Sagar,Rehli,Yellow,3450.0
4274,Oct,Madhya Pradesh,Sagar,Sagar,Yellow,3500.0
4275,Oct,Madhya Pradesh,Sagar,Shahagarh,Other,3150.0
4276,Oct,Madhya Pradesh,Satna,Nagod,Other,3133.0
4277,Oct,Madhya Pradesh,Satna,Satna,Other,3125.0
4278,Oct,Madhya Pradesh,Sehore,Ashta,Yellow,3542.75
4279,Oct,Madhya Pradesh,Sehore,Ichhawar,Yellow,3586.2
4280,Oct,Madhya Pradesh,Sehore,Jawar,Soyabeen,3571.6
4272,Oct,Madhya Pradesh,Sagar,Rahatgarh,Yellow,3220.0
4281,Oct,Madhya Pradesh,Sehore,Nasrullaganj,Other,3420.0
4283,Oct,Madhya Pradesh,Sehore,Rehati,Yellow,3398.0
4284,Oct,Madhya Pradesh,Sehore,Sehore,Yellow,3564.5
4285,Oct,Madhya Pradesh,Sehore,Shyampur,Yellow,3295.0
4286,Oct,Madhya Pradesh,Shajapur,Agar,Other,3490.0
4287,Oct,Madhya Pradesh,Shajapur,Akodia,Other,3510.0
4288,Oct,Madhya Pradesh,Shajapur,Badod,Yellow,3508.1666666666665
4289,Oct,Madhya Pradesh,Shajapur,Kalapipal,Yellow,3380.0
4290,Oct,Madhya Pradesh,Shajapur,Maksi,Other,3562.4
4282,Oct,Madhya Pradesh,Sehore,Nasrullaganj,Yellow,3365.0
4271,Oct,Madhya Pradesh,Sagar,Rahatgarh,Other,2900.0
4270,Oct,Madhya Pradesh,Sagar,Khurai,Soyabeen,3425.3333333333335
4269,Oct,Madhya Pradesh,Sagar,Jaisinagar,Soyabeen,3300.0
4250,Oct,Madhya Pradesh,Rajgarh,Khujner,Yellow,3506.25
4251,Oct,Madhya Pradesh,Rajgarh,Kurawar,Yellow,3574.8
4252,Oct,Madhya Pradesh,Rajgarh,Narsinghgarh,Yellow,3435.0
4253,Oct,Madhya Pradesh,Rajgarh,Pachaur,Yellow,3541.6666666666665
4254,Oct,Madhya Pradesh,Rajgarh,Sarangpur,Yellow,3427.5
4255,Oct,Madhya Pradesh,Rajgarh,Suthalia,Black,3456.6666666666665
4256,Oct,Madhya Pradesh,Rajgarh,Suthalia,Yellow,3205.0
4257,Oct,Madhya Pradesh,Ratlam,A lot,Yellow,3502.0
4258,Oct,Madhya Pradesh,Ratlam,Jaora,Other,3234.0
4259,Oct,Madhya Pradesh,Ratlam,Ratlam,Yellow,3589.5714285714284
4260,Oct,Madhya Pradesh,Ratlam,Sailana,Other,3559.0
4261,Oct,Madhya Pradesh,Ratlam,Taal,Other,3723.0
4262,Oct,Madhya Pradesh,Ratlam,Taal,Soyabeen,3542.0
4263,Oct,Madhya Pradesh,Rewa,Rewa,Other,2461.0
4264,Oct,Madhya Pradesh,Sagar,Bamora,Yellow,3355.0
4265,Oct,Madhya Pradesh,Sagar,Banda,Other,3337.5
4266,Oct,Madhya Pradesh,Sagar,Banda,Soyabeen,3487.0
4267,Oct,Madhya Pradesh,Sagar,Bina,Yellow,3150.0
4268,Oct,Madhya Pradesh,Sagar,Garhakota,Yellow,3675.0
4248,Oct,Madhya Pradesh,Rajgarh,Jeerapur,Yellow,3350.0
4203,Oct,Madhya Pradesh,Harda,Harda,Yellow,3441.25
4202,Oct,Madhya Pradesh,Guna,Raghogarh,Soyabeen,3398.0
4201,Oct,Madhya Pradesh,Guna,Maksudangarh,Other,3385.0
4137,Oct,Karnataka,Belgaum,Bailahongal,Local,3592.5
4138,Oct,Karnataka,Belgaum,Sankeshwar,Soyabeen,3672.0
4139,Oct,Karnataka,Bidar,Bhalki,Soyabeen,3559.0
4140,Oct,Karnataka,Bidar,Bidar,Soyabeen,3576.25
4141,Oct,Karnataka,Dharwad,Dharwar,Soyabeen,3478.0
4142,Oct,Karnataka,Dharwad,Hubli (Amaragol),Soyabeen,3451.25
4143,Oct,Karnataka,Dharwad,Kalagategi,Soyabeen,3436.6666666666665
4144,Oct,Karnataka,Gulbarga,Gulbarga,Soyabeen,3192.3333333333335
4136,Oct,Karnataka,Bangalore,Bangalore,Soyabeen,4600.0
4145,Oct,Karnataka,Haveri,Hanagal,Soyabeen,3762.0
4147,Oct,Karnataka,Haveri,Shiggauv,Soyabeen,3569.3333333333335
4148,Oct,Karnataka,Karwar(Uttar Kannad),Haliyala,Soyabeen,3650.0
4149,Oct,Madhya Pradesh,Alirajpur,Alirajpur,Other,3453.75
4150,Oct,Madhya Pradesh,Alirajpur,Jobat,Other,3350.0
4151,Oct,Madhya Pradesh,Ashoknagar,Ashoknagar,Yellow,3499.2
4152,Oct,Madhya Pradesh,Ashoknagar,Chanderi,Soyabeen,3200.0
4153,Oct,Madhya Pradesh,Ashoknagar,Mungawali,Yellow,3300.0
4154,Oct,Madhya Pradesh,Ashoknagar,Shadora,Other,3555.0
4146,Oct,Karnataka,Haveri,Savanur,Soyabeen,3105.0
4135,Oct,Gujarat,Surat,S.Mandvi,Other,3000.0
4134,Oct,Gujarat,Surat,Mandvi,Other,3000.0
4133,Oct,Gujarat,Sabarkantha,Modasa,Yellow,3225.0
4114,Oct,Chattisgarh,Balodabazar,Bhatapara,Other,2930.0
4115,Oct,Chattisgarh,Durg,Khamhariya,Yellow,3290.0
4116,Oct,Chattisgarh,Kabirdham,Kawardha,Yellow,3389.75
4117,Oct,Chattisgarh,Mungeli,Munguli,Yellow,3347.0
4118,Oct,Chattisgarh,Rajnandgaon,Dongargaon,Local,3531.0
4119,Oct,Chattisgarh,Rajnandgaon,Dongargaon,Yellow,3532.0
4120,Oct,Chattisgarh,Rajnandgaon,Gandai,Soyabeen,3399.0
4121,Oct,Chattisgarh,Rajnandgaon,Kheragarh,Other,3300.0
4122,Oct,Chattisgarh,Rajnandgaon,Rajnandgaon,Yellow,3490.6666666666665
4123,Oct,Gujarat,Amreli,Rajula,Soyabeen,3500.0
4124,Oct,Gujarat,Bhavnagar,Bhavnagar,Other,2820.0
4125,Oct,Gujarat,Dahod,Dahod,Soyabeen,3640.0
4126,Oct,Gujarat,Jamnagar,Jam Jodhpur,Soyabeen,3200.0
4127,Oct,Gujarat,Junagarh,Junagadh,Soyabeen,3365.0
4128,Oct,Gujarat,Rajkot,Dhoraji,Yellow,3430.0
4129,Oct,Gujarat,Rajkot,Gondal,Yellow,3480.0
4130,Oct,Gujarat,Rajkot,Jasdan,Other,3232.5
4131,Oct,Gujarat,Rajkot,Upleta,Soyabeen,3300.0
4132,Oct,Gujarat,Sabarkantha,Khedbrahma,Other,3445.0
4155,Oct,Madhya Pradesh,Badwani,Anjad,Other,3300.0
4156,Oct,Madhya Pradesh,Badwani,Balwadi,Yellow,3375.0
4157,Oct,Madhya Pradesh,Badwani,Khetia,Other,3137.0
4158,Oct,Madhya Pradesh,Badwani,Sendhwa,Yellow,3585.6666666666665
4182,Oct,Madhya Pradesh,Dewas,Haatpipliya,Yellow,3414.5
4183,Oct,Madhya Pradesh,Dewas,Kannod,Soyabeen,3445.25
4184,Oct,Madhya Pradesh,Dewas,Khategaon,Soyabeen,3374.2
4185,Oct,Madhya Pradesh,Dewas,Sonkatch,Yellow,3408.0
4186,Oct,Madhya Pradesh,Dhar,Badnawar,Yellow,3588.3333333333335
4187,Oct,Madhya Pradesh,Dhar,Dhamnod,Yellow,3335.0
4188,Oct,Madhya Pradesh,Dhar,Dhar,Other,3200.0
4189,Oct,Madhya Pradesh,Dhar,Dhar,Yellow,3465.8333333333335
4190,Oct,Madhya Pradesh,Dhar,Gandhwani,Yellow,3650.0
4191,Oct,Madhya Pradesh,Dhar,Kukshi,Yellow,3365.0
4192,Oct,Madhya Pradesh,Dhar,Manawar,Other,3393.75
4193,Oct,Madhya Pradesh,Dhar,Rajgarh,Other,348.0
4194,Oct,Madhya Pradesh,Dhar,Rajgarh,Yellow,3393.3333333333335
4195,Oct,Madhya Pradesh,Dindori,Dindori,Local,2900.0
4196,Oct,Madhya Pradesh,Dindori,Gorakhpur,Local,3315.2
4197,Oct,Madhya Pradesh,Guna,Aron,Other,3382.75
4198,Oct,Madhya Pradesh,Guna,Binaganj,Other,3375.0
4199,Oct,Madhya Pradesh,Guna,Guna,Other,3471.25
4200,Oct,Madhya Pradesh,Guna,Kumbhraj,Other,3352.5
4181,Oct,Madhya Pradesh,Dewas,Dewas,Other,3511.0
4292,Oct,Madhya Pradesh,Shajapur,Nalkehda,Other,3530.6666666666665
4180,Oct,Madhya Pradesh,Dewas,Bagli,Other,3401.3333333333335
4178,Oct,Madhya Pradesh,Damoh,Damoh,Yellow,3418.3333333333335
4159,Oct,Madhya Pradesh,Betul,Betul,Other,3550.0
4160,Oct,Madhya Pradesh,Betul,Betul,Yellow,3496.6666666666665
4161,Oct,Madhya Pradesh,Betul,Multai,Yellow,3478.6666666666665
4162,Oct,Madhya Pradesh,Bhopal,Berasia,Soyabeen,3320.0
4163,Oct,Madhya Pradesh,Bhopal,Berasia,Yellow,3320.0
4164,Oct,Madhya Pradesh,Bhopal,Bhopal,Yellow,3434.0
4165,Oct,Madhya Pradesh,Burhanpur,Burhanpur,Other,3400.0
4166,Oct,Madhya Pradesh,Burhanpur,Burhanpur,Yellow,3485.3333333333335
4167,Oct,Madhya Pradesh,Chhatarpur,Badamalhera,Soyabeen,3255.0
4168,Oct,Madhya Pradesh,Chhatarpur,Bijawar,Soyabeen,3354.6666666666665
4169,Oct,Madhya Pradesh,Chhatarpur,Chhatarpur,Other,3378.0
4170,Oct,Madhya Pradesh,Chhatarpur,Naugaon,Soyabeen,3450.0
4171,Oct,Madhya Pradesh,Chhatarpur,Rajnagar,Yellow,3500.0
4172,Oct,Madhya Pradesh,Chhindwara,Amarwda,Soyabeen,2800.0
4173,Oct,Madhya Pradesh,Chhindwara,Chaurai,Local,3357.0
4174,Oct,Madhya Pradesh,Chhindwara,Chhindwara,Other,3390.5
4175,Oct,Madhya Pradesh,Chhindwara,Chhindwara,Yellow,3425.0
4176,Oct,Madhya Pradesh,Chhindwara,Pandhurna,Yellow,2800.0
4177,Oct,Madhya Pradesh,Chhindwara,Saunsar,Yellow,2930.0
4179,Oct,Madhya Pradesh,Damoh,Patharia,Yellow,3375.0
4293,Oct,Madhya Pradesh,Shajapur,Shajapur,Other,3544.2
4294,Oct,Madhya Pradesh,Shajapur,Shujalpur,Other,3525.714285714286
4385,Oct,Maharashtra,Latur,Latur,Yellow,3612.5
4410,Oct,Maharashtra,Osmanabad,Kalamb(Osmanabad),Yellow,3634.4
4411,Oct,Maharashtra,Osmanabad,Murim,Yellow,3457.6666666666665
4412,Oct,Maharashtra,Osmanabad,Tuljapur,Other,3582.4
4413,Oct,Maharashtra,Osmanabad,Umarga,Yellow,3401.0
4414,Oct,Maharashtra,Parbhani,Gangakhed,Yellow,3600.0
4415,Oct,Maharashtra,Parbhani,Jintur,Yellow,3530.2
4416,Oct,Maharashtra,Parbhani,Jintur(Bori),Yellow,3525.0
4417,Oct,Maharashtra,Parbhani,Manwat,Yellow,3550.0
4409,Oct,Maharashtra,Nashik,Yeola,Other,3527.6666666666665
4418,Oct,Maharashtra,Parbhani,Parbhani,Yellow,3496.5
4420,Oct,Maharashtra,Parbhani,Sonpeth,Yellow,3530.0
4421,Oct,Maharashtra,Parbhani,Tadkalas,Other,3500.0
4422,Oct,Maharashtra,Pune,Baramati,Yellow,3531.0
4423,Oct,Maharashtra,Sholapur,Barshi,Other,3543.0
4424,Oct,Maharashtra,Vashim,Karanja,Other,3531.25
4425,Oct,Maharashtra,Vashim,Malegaon(Vashim),Other,3511.0
