,Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
0,Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
3089,3089,Khargone,Badwaha,Maize,Yellow,FAQ,950,1270,1050,04 Jun 2017
3090,3090,Khargone,Badwaha,Maize,Yellow,FAQ,1005,1005,1005,02 Jun 2017
3091,3091,Khargone,Badwaha,Maize,Yellow,FAQ,1080,1280,1200,01 Jun 2017
3092,3092,Khargone,Badwaha,Maize,Yellow,FAQ,1015,1300,1255,31 May 2017
3093,3093,Khargone,Badwaha,Maize,Yellow,FAQ,995,1285,1175,29 May 2017
3094,3094,Khargone,Badwaha,Maize,Yellow,FAQ,1075,1290,1243,28 May 2017
3095,3095,Khargone,Badwaha,Maize,Yellow,FAQ,1045,1290,1185,27 May 2017
3096,3096,Khargone,Badwaha,Maize,Yellow,FAQ,1065,1300,1150,26 May 2017
3097,3097,Khargone,Badwaha,Maize,Yellow,FAQ,940,1280,1280,25 May 2017
3098,3098,Khargone,Badwaha,Maize,Yellow,FAQ,1075,1270,1100,24 May 2017
3099,3099,Khargone,Badwaha,Maize,Yellow,FAQ,1080,1275,1275,22 May 2017
3100,3100,Khargone,Badwaha,Maize,Yellow,FAQ,1080,1280,1280,21 May 2017
3101,3101,Khargone,Badwaha,Maize,Yellow,FAQ,950,1250,1250,20 May 2017
3102,3102,Khargone,Badwaha,Maize,Yellow,FAQ,940,1275,1275,19 May 2017
3103,3103,Khargone,Badwaha,Maize,Yellow,FAQ,905,1245,1165,18 May 2017
3104,3104,Khargone,Badwaha,Maize,Yellow,FAQ,960,1245,1165,17 May 2017
3105,3105,Khargone,Badwaha,Maize,Yellow,FAQ,960,1245,1165,15 May 2017
3106,3106,Khargone,Badwaha,Maize,Yellow,FAQ,870,1275,1125,14 May 2017
3107,3107,Khargone,Badwaha,Maize,Yellow,FAQ,800,1285,1285,13 May 2017
3108,3108,Khargone,Badwaha,Maize,Yellow,FAQ,920,1290,1290,12 May 2017
3109,3109,Khargone,Badwaha,Maize,Yellow,FAQ,980,1290,1180,11 May 2017
3110,3110,Khargone,Badwaha,Maize,Yellow,FAQ,1005,1300,1255,08 May 2017
3111,3111,Khargone,Badwaha,Maize,Yellow,FAQ,1050,1245,1120,06 May 2017
3112,3112,Khargone,Badwaha,Maize,Yellow,FAQ,975,1280,1125,05 May 2017
3113,3113,Khargone,Badwaha,Maize,Yellow,FAQ,940,1285,1285,04 May 2017
3114,3114,Khargone,Badwaha,Maize,Yellow,FAQ,930,1250,1250,01 May 2017
3115,3115,Khargone,Badwaha,Maize,Yellow,FAQ,1080,1305,1280,30 Apr 2017
3116,3116,Khargone,Badwaha,Maize,Yellow,FAQ,1010,1310,1225,28 Apr 2017
3117,3117,Khargone,Badwaha,Maize,Yellow,FAQ,1005,1305,1225,26 Apr 2017
3118,3118,Khargone,Badwaha,Maize,Yellow,FAQ,1150,1300,1175,25 Apr 2017
3119,3119,Khargone,Badwaha,Maize,Yellow,FAQ,1015,1300,1210,24 Apr 2017
3120,3120,Khargone,Badwaha,Maize,Yellow,FAQ,975,1300,1235,23 Apr 2017
3121,3121,Khargone,Badwaha,Maize,Yellow,FAQ,1055,1300,1225,22 Apr 2017
3122,3122,Khargone,Badwaha,Maize,Yellow,FAQ,920,1300,1290,21 Apr 2017
3123,3123,Khargone,Badwaha,Maize,Yellow,FAQ,1020,1305,1285,20 Apr 2017
3124,3124,Khargone,Badwaha,Maize,Yellow,FAQ,915,1300,1300,19 Apr 2017
3125,3125,Khargone,Badwaha,Maize,Yellow,FAQ,1050,1295,1295,17 Apr 2017
3126,3126,Khargone,Badwaha,Maize,Yellow,FAQ,970,1305,1200,16 Apr 2017
3127,3127,Khargone,Badwaha,Maize,Yellow,FAQ,975,1325,1270,15 Apr 2017
3128,3128,Khargone,Badwaha,Maize,Yellow,FAQ,895,1340,1305,13 Apr 2017
3129,3129,Khargone,Badwaha,Maize,Yellow,FAQ,975,1340,1310,12 Apr 2017
3130,3130,Khargone,Badwaha,Maize,Yellow,FAQ,1195,1320,1320,10 Apr 2017
3131,3131,Khargone,Badwaha,Maize,Yellow,FAQ,1275,1335,1335,08 Apr 2017
3132,3132,Khargone,Badwaha,Maize,Yellow,FAQ,1215,1340,1250,07 Apr 2017
3133,3133,Khargone,Badwaha,Maize,Yellow,FAQ,1245,1330,1275,06 Apr 2017
3134,3134,Khargone,Badwaha,Maize,Yellow,FAQ,1245,1330,1275,03 Apr 2017
3135,3135,Khargone,Badwaha,Maize,Yellow,FAQ,1065,1345,1345,02 Apr 2017
3136,3136,Khargone,Badwaha,Maize,Yellow,FAQ,1200,1200,1200,27 Mar 2017
3137,3137,Khargone,Badwaha,Maize,Yellow,FAQ,1320,1330,1330,25 Mar 2017
3138,3138,Khargone,Badwaha,Maize,Yellow,FAQ,1340,1345,1345,24 Mar 2017
3139,3139,Khargone,Badwaha,Maize,Yellow,FAQ,1145,1340,1340,23 Mar 2017
3140,3140,Khargone,Badwaha,Maize,Yellow,FAQ,980,1370,1370,22 Mar 2017
3141,3141,Khargone,Badwaha,Maize,Yellow,FAQ,1155,1315,1315,20 Mar 2017
3142,3142,Khargone,Badwaha,Maize,Yellow,FAQ,1290,1315,1315,19 Mar 2017
3143,3143,Khargone,Badwaha,Maize,Yellow,FAQ,1130,1370,1370,18 Mar 2017
3144,3144,Khargone,Badwaha,Maize,Yellow,FAQ,1325,1325,1325,16 Mar 2017
3145,3145,Khargone,Badwaha,Maize,Yellow,FAQ,1335,1335,1335,15 Mar 2017
3146,3146,Khargone,Badwaha,Maize,Yellow,FAQ,1285,1285,1285,12 Mar 2017
3147,3147,Khargone,Badwaha,Maize,Yellow,FAQ,1300,1340,1340,11 Mar 2017
3148,3148,Khargone,Badwaha,Maize,Yellow,FAQ,1295,1350,1300,10 Mar 2017
3149,3149,Khargone,Badwaha,Maize,Yellow,FAQ,1220,1360,1360,08 Mar 2017
3150,3150,Khargone,Badwaha,Maize,Yellow,FAQ,1295,1300,1300,06 Mar 2017
3151,3151,Khargone,Badwaha,Maize,Yellow,FAQ,1290,1335,1320,05 Mar 2017
3152,3152,Khargone,Badwaha,Maize,Yellow,FAQ,1135,1275,1275,04 Mar 2017
3153,3153,Khargone,Badwaha,Maize,Yellow,FAQ,1330,1335,1335,03 Mar 2017
3154,3154,Khargone,Badwaha,Maize,Yellow,FAQ,1285,1315,1315,02 Mar 2017
3155,3155,Khargone,Badwaha,Maize,Yellow,FAQ,1250,1335,1335,01 Mar 2017
3156,3156,Khargone,Badwaha,Maize,Yellow,FAQ,1290,1325,1325,27 Feb 2017
3157,3157,Khargone,Badwaha,Maize,Yellow,FAQ,1195,1320,1320,26 Feb 2017
3158,3158,Khargone,Badwaha,Maize,Yellow,FAQ,1320,1325,1325,25 Feb 2017
3159,3159,Khargone,Badwaha,Maize,Yellow,FAQ,1160,1330,1200,23 Feb 2017
3160,3160,Khargone,Badwaha,Maize,Yellow,FAQ,1185,1320,1320,22 Feb 2017
3161,3161,Khargone,Badwaha,Maize,Yellow,FAQ,1115,1335,1320,20 Feb 2017
3162,3162,Khargone,Badwaha,Maize,Yellow,FAQ,1325,1340,1335,19 Feb 2017
3163,3163,Khargone,Badwaha,Maize,Yellow,FAQ,1165,1345,1285,18 Feb 2017
3164,3164,Khargone,Badwaha,Maize,Yellow,FAQ,1345,1350,1350,17 Feb 2017
3165,3165,Khargone,Badwaha,Maize,Yellow,FAQ,1030,1330,1150,16 Feb 2017
3166,3166,Khargone,Badwaha,Maize,Yellow,FAQ,1010,1340,1325,15 Feb 2017
3167,3167,Khargone,Badwaha,Maize,Yellow,FAQ,1170,1330,1315,13 Feb 2017
3168,3168,Khargone,Badwaha,Maize,Yellow,FAQ,1290,1340,1330,12 Feb 2017
3169,3169,Khargone,Badwaha,Maize,Yellow,FAQ,1180,1345,1340,11 Feb 2017
3170,3170,Khargone,Badwaha,Maize,Yellow,FAQ,1325,1325,1325,09 Feb 2017
3171,3171,Khargone,Badwaha,Maize,Yellow,FAQ,1190,1325,1325,08 Feb 2017
3172,3172,Khargone,Badwaha,Maize,Yellow,FAQ,1250,1375,1360,06 Feb 2017
3173,3173,Khargone,Badwaha,Maize,Yellow,FAQ,1175,1380,1365,05 Feb 2017
3174,3174,Khargone,Badwaha,Maize,Yellow,FAQ,1300,1360,1360,04 Feb 2017
3175,3175,Khargone,Badwaha,Maize,Yellow,FAQ,1325,1360,1350,02 Feb 2017
3176,3176,Khargone,Badwaha,Maize,Yellow,FAQ,1340,1350,1350,30 Jan 2017
3177,3177,Khargone,Badwaha,Maize,Yellow,FAQ,1290,1350,1335,29 Jan 2017
3178,3178,Khargone,Badwaha,Maize,Yellow,FAQ,1320,1350,1340,27 Jan 2017
3179,3179,Khargone,Badwaha,Maize,Yellow,FAQ,1260,1260,1260,25 Jan 2017
3180,3180,Khargone,Badwaha,Maize,Yellow,FAQ,1300,1360,1345,23 Jan 2017
3181,3181,Khargone,Badwaha,Maize,Yellow,FAQ,1340,1350,1350,22 Jan 2017
3182,3182,Khargone,Badwaha,Maize,Yellow,FAQ,1315,1340,1340,21 Jan 2017
3183,3183,Khargone,Badwaha,Maize,Yellow,FAQ,1315,1355,1340,20 Jan 2017
3184,3184,Khargone,Badwaha,Maize,Yellow,FAQ,1355,1360,1360,19 Jan 2017
3185,3185,Khargone,Badwaha,Maize,Yellow,FAQ,1275,1350,1335,18 Jan 2017
3186,3186,Khargone,Badwaha,Maize,Yellow,FAQ,1280,1330,1300,16 Jan 2017
3187,3187,Khargone,Badwaha,Maize,Yellow,FAQ,1325,1335,1330,13 Jan 2017
3188,3188,Khargone,Badwaha,Maize,Yellow,FAQ,1285,1350,1340,12 Jan 2017
3189,3189,Khargone,Badwaha,Maize,Yellow,FAQ,1260,1360,1345,11 Jan 2017
3190,3190,Khargone,Badwaha,Maize,Yellow,FAQ,1230,1360,1330,09 Jan 2017
3191,3191,Khargone,Badwaha,Maize,Yellow,FAQ,1345,1375,1350,08 Jan 2017
3192,3192,Khargone,Badwaha,Maize,Yellow,FAQ,1330,1370,1365,07 Jan 2017
3193,3193,Khargone,Badwaha,Maize,Yellow,FAQ,1320,1375,1360,06 Jan 2017
3194,3194,Khargone,Badwaha,Maize,Yellow,FAQ,1350,1370,1365,04 Jan 2017
3195,3195,Khargone,Badwaha,Maize,Yellow,FAQ,1250,1300,1261,03 Jan 2017
3196,3196,Khargone,Badwaha,Maize,Yellow,FAQ,1250,1365,1350,02 Jan 2017
3197,3197,Badwani,Badwani,Maize,Deshi Red,FAQ,1811,2000,1884,27 Dec 2019
3198,3198,Badwani,Badwani,Maize,Deshi Red,FAQ,1925,1925,1925,26 Dec 2019
3199,3199,Badwani,Badwani,Maize,Deshi Red,FAQ,1750,1800,1785,25 Dec 2019
3200,3200,Badwani,Badwani,Maize,Deshi Red,FAQ,1850,1900,1877,24 Dec 2019
3201,3201,Badwani,Badwani,Maize,Deshi Red,FAQ,1900,1975,1909,23 Dec 2019
3202,3202,Badwani,Badwani,Maize,Deshi Red,FAQ,1850,1850,1850,22 Dec 2019
3203,3203,Badwani,Badwani,Maize,Deshi Red,FAQ,1700,1950,1855,19 Dec 2019
3204,3204,Badwani,Badwani,Maize,Deshi Red,FAQ,1800,1800,1800,17 Dec 2019
3205,3205,Badwani,Badwani,Maize,Deshi Red,FAQ,1900,1925,1909,16 Dec 2019
3206,3206,Badwani,Badwani,Maize,Deshi Red,FAQ,1700,1700,1700,13 Dec 2019
3207,3207,Badwani,Badwani,Maize,Deshi Red,FAQ,1500,1500,1500,12 Dec 2019
3208,3208,Badwani,Badwani,Maize,Deshi Red,FAQ,1800,1935,1883,11 Dec 2019
3209,3209,Badwani,Badwani,Maize,Deshi Red,FAQ,1800,1900,1857,05 Dec 2019
3210,3210,Badwani,Badwani,Maize,Deshi Red,FAQ,1510,1550,1533,04 Dec 2019
3211,3211,Badwani,Badwani,Maize,Deshi Red,FAQ,1800,1800,1800,02 Dec 2019
3212,3212,Badwani,Badwani,Maize,Deshi Red,FAQ,1650,1695,1673,29 Nov 2019
3213,3213,Badwani,Badwani,Maize,Deshi Red,FAQ,1700,1700,1700,28 Nov 2019
3214,3214,Badwani,Badwani,Maize,Deshi Red,FAQ,1444,1685,1595,26 Nov 2019
3215,3215,Badwani,Badwani,Maize,Deshi Red,FAQ,1600,1650,1633,25 Nov 2019
3216,3216,Badwani,Badwani,Maize,Deshi Red,FAQ,1575,1575,1575,22 Nov 2019
3217,3217,Badwani,Badwani,Maize,Deshi Red,FAQ,1650,1700,1683,21 Nov 2019
3218,3218,Badwani,Badwani,Maize,Deshi Red,FAQ,1600,1765,1661,20 Nov 2019
3219,3219,Badwani,Badwani,Maize,Deshi Red,FAQ,1600,1600,1600,19 Nov 2019
3220,3220,Badwani,Badwani,Maize,Deshi Red,FAQ,1650,1650,1650,18 Nov 2019
3221,3221,Badwani,Badwani,Maize,Deshi Red,FAQ,1511,1750,1609,17 Nov 2019
3222,3222,Badwani,Badwani,Maize,Deshi Red,FAQ,1390,1650,1555,16 Nov 2019
3223,3223,Badwani,Badwani,Maize,Deshi Red,FAQ,1240,1800,1709,15 Nov 2019
3224,3224,Badwani,Badwani,Maize,Deshi Red,FAQ,1510,1750,1624,14 Nov 2019
3225,3225,Badwani,Badwani,Maize,Deshi Red,FAQ,1445,1820,1506,13 Nov 2019
3226,3226,Badwani,Badwani,Maize,Deshi Red,FAQ,1495,1940,1627,11 Nov 2019
3227,3227,Badwani,Badwani,Maize,Deshi Red,FAQ,1665,1800,1763,10 Nov 2019
3228,3228,Badwani,Badwani,Maize,Deshi Red,FAQ,1405,1900,1698,09 Nov 2019
3229,3229,Badwani,Badwani,Maize,Deshi Red,FAQ,1450,1935,1671,08 Nov 2019
3230,3230,Badwani,Badwani,Maize,Deshi Red,FAQ,1695,1800,1790,07 Nov 2019
3231,3231,Badwani,Badwani,Maize,Deshi Red,FAQ,1300,1900,1559,06 Nov 2019
3232,3232,Badwani,Badwani,Maize,Deshi Red,FAQ,1400,1500,1484,05 Nov 2019
3233,3233,Badwani,Badwani,Maize,Deshi Red,FAQ,1800,1800,1800,04 Nov 2019
3234,3234,Badwani,Badwani,Maize,Deshi Red,FAQ,1495,1910,1800,03 Nov 2019
3235,3235,Badwani,Badwani,Maize,Deshi Red,FAQ,1800,1800,1800,01 Nov 2019
3236,3236,Badwani,Badwani,Maize,Deshi Red,FAQ,1370,1850,1643,31 Oct 2019
3237,3237,Badwani,Badwani,Maize,Deshi Red,FAQ,1700,1700,1700,28 Oct 2019
3238,3238,Badwani,Badwani,Maize,Deshi Red,FAQ,1700,1700,1700,27 Oct 2019
3239,3239,Badwani,Badwani,Maize,Other,FAQ,1650,1800,1759,23 Oct 2019
3240,3240,Badwani,Badwani,Maize,Deshi Red,FAQ,1315,1605,1475,20 Oct 2019
3241,3241,Badwani,Badwani,Maize,Deshi Red,FAQ,1225,1800,1435,19 Oct 2019
3242,3242,Badwani,Badwani,Maize,Other,FAQ,1430,1850,1465,18 Oct 2019
3243,3243,Badwani,Badwani,Maize,Deshi Red,FAQ,1400,1550,1515,17 Oct 2019
3244,3244,Badwani,Badwani,Maize,Deshi Red,FAQ,1800,1900,1858,15 Oct 2019
3245,3245,Badwani,Badwani,Maize,Other,FAQ,1480,1500,1488,09 Oct 2019
3246,3246,Badwani,Badwani,Maize,Deshi Red,FAQ,2000,2000,2000,25 Jul 2019
3247,3247,Badwani,Badwani,Maize,Other,FAQ,1450,1450,1450,19 Jul 2019
3248,3248,Badwani,Badwani,Maize,Deshi Red,FAQ,1950,1950,1950,27 Jun 2019
3249,3249,Badwani,Badwani,Maize,Deshi Red,FAQ,1800,1800,1800,25 Jun 2019
3250,3250,Badwani,Badwani,Maize,Deshi Red,FAQ,1600,1925,1810,06 Jun 2019
3251,3251,Badwani,Badwani,Maize,Other,FAQ,1700,1700,1700,30 May 2019
3252,3252,Badwani,Badwani,Maize,Deshi Red,FAQ,1700,1700,1700,28 May 2019
3253,3253,Badwani,Badwani,Maize,Other,FAQ,1650,2000,1865,17 May 2019
3254,3254,Badwani,Badwani,Maize,Deshi Red,FAQ,1726,1726,1726,15 May 2019
3255,3255,Badwani,Badwani,Maize,Deshi Red,FAQ,2000,2000,2000,06 May 2019
3256,3256,Badwani,Badwani,Maize,Deshi Red,FAQ,1900,1900,1900,05 May 2019
3257,3257,Badwani,Badwani,Maize,Deshi Red,FAQ,1676,1676,1676,04 May 2019
3258,3258,Badwani,Badwani,Maize,Deshi Red,FAQ,1910,1910,1910,02 May 2019
3259,3259,Badwani,Badwani,Maize,Deshi Red,FAQ,1850,1850,1850,15 Apr 2019
3260,3260,Badwani,Badwani,Maize,Deshi Red,FAQ,1950,2100,2000,10 Apr 2019
3261,3261,Badwani,Badwani,Maize,Deshi Red,FAQ,1920,1920,1920,26 Mar 2019
3262,3262,Badwani,Badwani,Maize,Deshi Red,FAQ,1880,1880,1880,24 Mar 2019
3263,3263,Badwani,Badwani,Maize,Deshi Red,FAQ,1800,1800,1800,18 Mar 2019
3264,3264,Badwani,Badwani,Maize,Deshi Red,FAQ,1800,1800,1800,17 Mar 2019
3265,3265,Badwani,Badwani,Maize,Deshi Red,FAQ,1500,1500,1500,15 Mar 2019
3266,3266,Badwani,Badwani,Maize,Deshi Red,FAQ,1600,1600,1600,26 Feb 2019
3267,3267,Badwani,Badwani,Maize,Deshi Red,FAQ,1450,1950,1542,24 Feb 2019
3268,3268,Badwani,Badwani,Maize,Deshi Red,FAQ,1750,1750,1750,22 Feb 2019
3269,3269,Badwani,Badwani,Maize,Deshi Red,FAQ,1750,1750,1750,20 Feb 2019
3270,3270,Badwani,Badwani,Maize,Deshi Red,FAQ,1800,1800,1800,17 Feb 2019
3271,3271,Badwani,Badwani,Maize,Deshi Red,FAQ,2000,2000,2000,11 Feb 2019
3272,3272,Badwani,Badwani,Maize,Deshi Red,FAQ,2000,2000,2000,09 Feb 2019
3273,3273,Badwani,Badwani,Maize,Deshi Red,FAQ,1800,1850,1825,08 Feb 2019
3274,3274,Badwani,Badwani,Maize,Deshi Red,FAQ,1600,1600,1600,04 Feb 2019
3275,3275,Badwani,Badwani,Maize,Deshi Red,FAQ,1800,1800,1800,30 Jan 2019
3276,3276,Badwani,Badwani,Maize,Deshi Red,FAQ,1300,1600,1404,29 Jan 2019
3277,3277,Badwani,Badwani,Maize,Deshi Red,FAQ,1300,1300,1300,28 Jan 2019
3278,3278,Badwani,Badwani,Maize,Deshi Red,FAQ,1900,1900,1900,27 Jan 2019
3279,3279,Badwani,Badwani,Maize,Deshi Red,FAQ,1450,1450,1450,25 Jan 2019
3280,3280,Badwani,Badwani,Maize,Deshi Red,FAQ,1300,1900,1648,24 Jan 2019
3281,3281,Badwani,Badwani,Maize,Deshi Red,FAQ,1850,1900,1869,23 Jan 2019
3282,3282,Badwani,Badwani,Maize,Deshi Red,FAQ,1900,1900,1900,20 Jan 2019
3283,3283,Badwani,Badwani,Maize,Other,FAQ,1375,1375,1375,19 Jan 2019
3284,3284,Badwani,Badwani,Maize,Deshi Red,FAQ,1400,1421,1413,18 Jan 2019
3285,3285,Badwani,Badwani,Maize,Deshi Red,FAQ,1300,1300,1300,17 Jan 2019
3286,3286,Badwani,Badwani,Maize,Deshi Red,FAQ,1269,1269,1269,16 Jan 2019
3287,3287,Badwani,Badwani,Maize,Deshi Red,FAQ,1625,1750,1690,15 Jan 2019
3288,3288,Badwani,Badwani,Maize,Deshi Red,FAQ,1400,1400,1400,14 Jan 2019
3289,3289,Badwani,Badwani,Maize,Other,FAQ,1400,1750,1738,10 Jan 2019
3290,3290,Badwani,Badwani,Maize,Deshi Red,FAQ,1400,1450,1415,09 Jan 2019
3291,3291,Badwani,Badwani,Maize,Deshi Red,FAQ,1500,1505,1503,07 Jan 2019
3292,3292,Badwani,Badwani,Maize,Deshi Red,FAQ,1499,1525,1505,01 Jan 2019
3293,3293,Badwani,Badwani,Maize,Deshi Red,FAQ,1500,1555,1539,31 Dec 2018
3294,3294,Badwani,Badwani,Maize,Deshi Red,FAQ,1585,1585,1585,29 Dec 2018
3295,3295,Badwani,Badwani,Maize,Deshi Red,FAQ,1635,1635,1635,28 Dec 2018
3296,3296,Badwani,Badwani,Maize,Deshi Red,FAQ,1310,1640,1425,26 Dec 2018
3297,3297,Badwani,Badwani,Maize,Deshi Red,FAQ,1300,1650,1555,24 Dec 2018
3298,3298,Badwani,Badwani,Maize,Deshi Red,FAQ,1500,1550,1519,22 Dec 2018
3299,3299,Badwani,Badwani,Maize,Deshi Red,FAQ,1450,1450,1450,21 Dec 2018
3300,3300,Badwani,Badwani,Maize,Deshi Red,FAQ,1330,1551,1375,20 Dec 2018
3301,3301,Badwani,Badwani,Maize,Deshi Red,FAQ,1300,1555,1384,18 Dec 2018
3302,3302,Badwani,Badwani,Maize,Deshi Red,FAQ,1312,1695,1445,17 Dec 2018
3303,3303,Badwani,Badwani,Maize,Deshi Red,FAQ,1500,1500,1500,16 Dec 2018
3304,3304,Badwani,Badwani,Maize,Deshi Red,FAQ,1300,1700,1650,15 Dec 2018
3305,3305,Badwani,Badwani,Maize,Deshi Red,FAQ,1325,1700,1483,14 Dec 2018
3306,3306,Badwani,Badwani,Maize,Deshi Red,FAQ,1325,1640,1625,13 Dec 2018
3307,3307,Badwani,Badwani,Maize,Other,FAQ,1500,1610,1585,12 Dec 2018
3308,3308,Badwani,Badwani,Maize,Deshi Red,FAQ,1300,1525,1405,11 Dec 2018
3309,3309,Badwani,Badwani,Maize,Deshi Red,FAQ,1300,1550,1345,10 Dec 2018
3310,3310,Badwani,Badwani,Maize,Deshi Red,FAQ,1500,1500,1500,09 Dec 2018
3311,3311,Badwani,Badwani,Maize,Deshi Red,FAQ,1200,1595,1540,08 Dec 2018
3312,3312,Badwani,Badwani,Maize,Deshi Red,FAQ,1145,1565,1515,07 Dec 2018
3313,3313,Badwani,Badwani,Maize,Deshi Red,FAQ,1325,1595,1515,06 Dec 2018
3314,3314,Badwani,Badwani,Maize,Deshi Red,FAQ,1325,1580,1565,05 Dec 2018
3315,3315,Badwani,Badwani,Maize,Deshi Red,FAQ,1350,1545,1485,04 Dec 2018
3316,3316,Badwani,Badwani,Maize,Deshi Red,FAQ,1205,1510,1405,03 Dec 2018
3317,3317,Badwani,Badwani,Maize,Deshi Red,FAQ,1311,1530,1495,01 Dec 2018
3318,3318,Badwani,Badwani,Maize,Deshi Red,FAQ,1350,1605,1500,30 Nov 2018
3319,3319,Badwani,Badwani,Maize,Deshi Red,FAQ,1500,1500,1500,26 Nov 2018
3320,3320,Badwani,Badwani,Maize,Deshi Red,FAQ,1205,1625,1410,24 Nov 2018
3321,3321,Badwani,Badwani,Maize,Deshi Red,FAQ,1200,1525,1480,23 Nov 2018
3322,3322,Badwani,Badwani,Maize,Deshi Red,FAQ,1262,1550,1490,22 Nov 2018
3323,3323,Badwani,Badwani,Maize,Deshi Red,FAQ,1425,1470,1457,21 Nov 2018
3324,3324,Badwani,Badwani,Maize,Deshi Red,FAQ,1205,1440,1375,20 Nov 2018
3325,3325,Badwani,Badwani,Maize,Deshi Red,FAQ,1100,1425,1385,19 Nov 2018
3326,3326,Badwani,Badwani,Maize,Deshi Red,FAQ,1200,1430,1350,17 Nov 2018
3327,3327,Badwani,Badwani,Maize,Deshi Red,FAQ,1200,1455,1380,16 Nov 2018
3328,3328,Badwani,Badwani,Maize,Deshi Red,FAQ,1200,1390,1340,15 Nov 2018
3329,3329,Badwani,Badwani,Maize,Deshi Red,FAQ,1150,1370,1330,14 Nov 2018
3330,3330,Badwani,Badwani,Maize,Deshi Red,FAQ,1175,1320,1295,13 Nov 2018
3331,3331,Badwani,Badwani,Maize,Deshi Red,FAQ,1060,1410,1305,12 Nov 2018
3332,3332,Badwani,Badwani,Maize,Deshi Red,FAQ,1250,1295,1280,10 Nov 2018
3333,3333,Badwani,Badwani,Maize,Deshi Red,FAQ,1040,1290,1170,03 Nov 2018
3334,3334,Badwani,Badwani,Maize,Deshi Red,FAQ,1080,1375,1270,02 Nov 2018
3335,3335,Badwani,Badwani,Maize,Deshi Red,FAQ,1060,1405,1285,01 Nov 2018
3336,3336,Badwani,Badwani,Maize,Deshi Red,FAQ,1090,1405,1240,31 Oct 2018
3337,3337,Badwani,Badwani,Maize,Deshi Red,FAQ,1095,1325,1255,30 Oct 2018
3338,3338,Badwani,Badwani,Maize,Deshi Red,FAQ,900,1310,1280,29 Oct 2018
3339,3339,Badwani,Badwani,Maize,Deshi Red,FAQ,1175,1405,1225,27 Oct 2018
3340,3340,Badwani,Badwani,Maize,Deshi Red,FAQ,1150,1330,1290,26 Oct 2018
3341,3341,Badwani,Badwani,Maize,Deshi Red,FAQ,1050,1362,1271,25 Oct 2018
3342,3342,Badwani,Badwani,Maize,Deshi Red,FAQ,1231,1401,1335,23 Oct 2018
3343,3343,Badwani,Badwani,Maize,Deshi Red,FAQ,1175,1451,1335,22 Oct 2018
3344,3344,Badwani,Badwani,Maize,Deshi Red,FAQ,1310,1371,1345,20 Oct 2018
3345,3345,Badwani,Badwani,Maize,Other,FAQ,1300,1325,1305,17 Oct 2018
3346,3346,Badwani,Badwani,Maize,Other,FAQ,1250,1325,1300,15 Oct 2018
3347,3347,Badwani,Badwani,Maize,Deshi Red,FAQ,1250,1300,1275,14 Oct 2018
3348,3348,Badwani,Badwani,Maize,Deshi Red,FAQ,1300,1350,1325,13 Oct 2018
3349,3349,Badwani,Badwani,Maize,Deshi Red,FAQ,1251,1325,1300,11 Oct 2018
3350,3350,Badwani,Badwani,Maize,Deshi Red,FAQ,1250,1250,1250,09 Oct 2018
3351,3351,Badwani,Badwani,Maize,Deshi Red,FAQ,1350,1350,1350,13 Sep 2018
3352,3352,Badwani,Badwani,Maize,Deshi Red,FAQ,1225,1225,1225,05 Sep 2018
3353,3353,Badwani,Badwani,Maize,Deshi Red,FAQ,1425,1425,1425,31 Aug 2018
3354,3354,Badwani,Badwani,Maize,Deshi Red,FAQ,1300,1300,1300,23 Aug 2018
3355,3355,Badwani,Badwani,Maize,Deshi White,FAQ,1250,1250,1250,22 Aug 2018
3356,3356,Badwani,Badwani,Maize,Deshi Red,FAQ,1300,1300,1300,18 Aug 2018
3357,3357,Badwani,Badwani,Maize,Deshi Red,FAQ,1000,1000,1000,17 Jun 2018
3358,3358,Badwani,Badwani,Maize,Deshi Red,FAQ,1250,1250,1250,07 Jun 2018
3359,3359,Badwani,Badwani,Maize,Deshi Red,FAQ,1150,1150,1150,05 Jun 2018
3360,3360,Badwani,Badwani,Maize,Deshi Red,FAQ,1150,1250,1250,02 Jun 2018
3361,3361,Badwani,Badwani,Maize,Deshi Red,FAQ,1200,1250,1250,01 Jun 2018
3362,3362,Badwani,Badwani,Maize,Deshi Red,FAQ,1200,1200,1200,31 May 2018
3363,3363,Badwani,Badwani,Maize,Deshi Red,FAQ,1200,1200,1200,30 May 2018
3364,3364,Badwani,Badwani,Maize,Deshi Red,FAQ,1200,1200,1200,28 May 2018
3365,3365,Badwani,Badwani,Maize,Deshi Red,FAQ,1175,1175,1175,27 May 2018
3366,3366,Badwani,Badwani,Maize,Deshi Red,FAQ,1125,1175,1175,25 May 2018
3367,3367,Badwani,Badwani,Maize,Deshi Red,FAQ,1175,1175,1175,24 May 2018
3368,3368,Badwani,Badwani,Maize,Deshi Red,FAQ,1150,1175,1175,23 May 2018
3369,3369,Badwani,Badwani,Maize,Deshi Red,FAQ,1125,1150,1150,22 May 2018
3370,3370,Badwani,Badwani,Maize,Deshi Red,FAQ,1125,1150,1150,18 May 2018
