,Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
0,Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
28356,28356,Betul,Multai,Maize,Yellow,FAQ,1230,1252,1241,18 Oct 2018
28357,28357,Betul,Multai,Maize,Yellow,FAQ,1325,1375,1350,15 Oct 2018
28358,28358,Betul,Multai,Maize,Yellow,FAQ,1250,1280,1265,13 Oct 2018
28359,28359,Betul,Multai,Maize,Yellow,FAQ,1280,1300,1290,03 Oct 2018
28360,28360,Betul,Multai,Maize,Yellow,FAQ,1200,1281,1240,29 Sep 2018
28361,28361,Betul,Multai,Maize,Yellow,FAQ,1250,1260,1255,28 Sep 2018
28362,28362,Betul,Multai,Maize,Yellow,FAQ,1270,1280,1275,26 Sep 2018
28363,28363,Betul,Multai,Maize,Yellow,FAQ,1225,1245,1235,25 Sep 2018
28364,28364,Betul,Multai,Maize,Yellow,FAQ,1270,1281,1275,22 Sep 2018
28365,28365,Betul,Multai,Maize,Yellow,FAQ,1255,1310,1270,17 Sep 2018
28366,28366,Betul,Multai,Maize,Yellow,FAQ,1235,1260,1245,15 Sep 2018
28367,28367,Betul,Multai,Maize,Yellow,FAQ,1260,1265,1262,14 Sep 2018
28368,28368,Betul,Multai,Maize,Yellow,FAQ,1220,1270,1245,12 Sep 2018
28369,28369,Betul,Multai,Maize,Yellow,FAQ,1100,1120,1110,08 Sep 2018
28370,28370,Betul,Multai,Maize,Yellow,FAQ,1255,1280,1265,07 Sep 2018
28371,28371,Betul,Multai,Maize,Yellow,FAQ,1240,1300,1270,04 Sep 2018
28372,28372,Betul,Multai,Maize,Yellow,FAQ,1334,1334,1334,01 Sep 2018
28373,28373,Betul,Multai,Maize,Yellow,FAQ,1000,1200,1100,31 Aug 2018
28374,28374,Betul,Multai,Maize,Yellow,FAQ,1200,1351,1275,30 Aug 2018
28375,28375,Betul,Multai,Maize,Yellow,FAQ,1270,1280,1275,27 Aug 2018
28376,28376,Betul,Multai,Maize,Yellow,FAQ,1000,1121,1060,25 Aug 2018
28377,28377,Betul,Multai,Maize,Yellow,FAQ,1300,1305,1302,23 Aug 2018
28378,28378,Betul,Multai,Maize,Yellow,FAQ,1011,1375,1250,21 Aug 2018
28379,28379,Betul,Multai,Maize,Yellow,FAQ,1350,1350,1350,20 Aug 2018
28380,28380,Betul,Multai,Maize,Yellow,FAQ,1370,1413,1390,14 Aug 2018
28381,28381,Betul,Multai,Maize,Yellow,FAQ,1375,1400,1385,13 Aug 2018
28382,28382,Betul,Multai,Maize,Yellow,FAQ,1250,1395,1350,11 Aug 2018
28383,28383,Betul,Multai,Maize,Yellow,FAQ,1305,1360,1330,08 Aug 2018
28384,28384,Betul,Multai,Maize,Yellow,FAQ,1190,1200,1195,04 Aug 2018
28385,28385,Betul,Multai,Maize,Yellow,FAQ,1150,1335,1230,03 Aug 2018
28386,28386,Betul,Multai,Maize,Yellow,FAQ,1218,1225,1221,02 Aug 2018
28387,28387,Betul,Multai,Maize,Yellow,FAQ,1249,1251,1250,31 Jul 2018
28388,28388,Betul,Multai,Maize,Yellow,FAQ,1250,1250,1250,26 Jul 2018
28389,28389,Betul,Multai,Maize,Yellow,FAQ,1200,1220,1210,24 Jul 2018
28390,28390,Betul,Multai,Maize,Yellow,FAQ,1190,1200,1195,20 Jul 2018
28391,28391,Betul,Multai,Maize,Yellow,FAQ,1110,1175,1130,05 Jul 2018
28392,28392,Betul,Multai,Maize,Yellow,FAQ,1150,1172,1160,04 Jul 2018
28393,28393,Betul,Multai,Maize,Yellow,FAQ,1120,1210,1165,02 Jul 2018
28394,28394,Betul,Multai,Maize,Yellow,FAQ,1105,1155,1130,27 Jun 2018
28395,28395,Betul,Multai,Maize,Yellow,FAQ,980,1011,995,23 Jun 2018
28396,28396,Betul,Multai,Maize,Yellow,FAQ,1090,1180,1135,22 Jun 2018
28397,28397,Betul,Multai,Maize,Yellow,FAQ,1090,1180,1135,21 Jun 2018
28398,28398,Betul,Multai,Maize,Yellow,FAQ,1000,1100,1050,18 Jun 2018
28399,28399,Betul,Multai,Maize,Yellow,FAQ,980,1080,1000,15 Jun 2018
28400,28400,Betul,Multai,Maize,Yellow,FAQ,1051,1220,1135,13 Jun 2018
28401,28401,Betul,Multai,Maize,Yellow,FAQ,955,1139,1045,12 Jun 2018
28402,28402,Betul,Multai,Maize,Yellow,FAQ,1100,1120,1110,11 Jun 2018
28403,28403,Betul,Multai,Maize,Other,FAQ,1090,1121,1105,09 Jun 2018
28404,28404,Betul,Multai,Maize,Other,FAQ,1101,1115,1108,07 Jun 2018
28405,28405,Betul,Multai,Maize,Yellow,FAQ,1010,1130,1070,06 Jun 2018
28406,28406,Betul,Multai,Maize,Yellow,FAQ,1050,1120,1080,05 Jun 2018
28407,28407,Betul,Multai,Maize,Yellow,FAQ,1111,1165,1140,02 Jun 2018
28408,28408,Betul,Multai,Maize,Other,FAQ,1040,1160,1100,01 Jun 2018
28409,28409,Betul,Multai,Maize,Yellow,FAQ,1005,1180,1040,28 May 2018
28410,28410,Betul,Multai,Maize,Yellow,FAQ,1090,1100,1095,26 May 2018
28411,28411,Betul,Multai,Maize,Yellow,FAQ,1010,1040,1020,25 May 2018
28412,28412,Betul,Multai,Maize,Other,FAQ,1010,1050,1025,23 May 2018
28413,28413,Betul,Multai,Maize,Other,FAQ,1020,1125,1080,18 May 2018
28414,28414,Betul,Multai,Maize,Other,FAQ,991,1095,1040,17 May 2018
28415,28415,Betul,Multai,Maize,Yellow,FAQ,1000,1111,1055,15 May 2018
28416,28416,Betul,Multai,Maize,Other,FAQ,1000,1081,1040,14 May 2018
28417,28417,Betul,Multai,Maize,Other,FAQ,1000,1121,1010,12 May 2018
28418,28418,Betul,Multai,Maize,Other,FAQ,1000,1120,1060,11 May 2018
28419,28419,Betul,Multai,Maize,Other,FAQ,1000,1100,1050,09 May 2018
28420,28420,Betul,Multai,Maize,Other,FAQ,1010,1105,1060,08 May 2018
28421,28421,Betul,Multai,Maize,Other,FAQ,1051,1080,1060,07 May 2018
28422,28422,Betul,Multai,Maize,Other,FAQ,975,1110,1000,05 May 2018
28423,28423,Betul,Multai,Maize,Other,FAQ,1010,1040,1020,04 May 2018
28424,28424,Betul,Multai,Maize,Other,FAQ,1080,1080,1080,03 May 2018
28425,28425,Betul,Multai,Maize,Other,FAQ,1000,1100,1050,02 May 2018
28426,28426,Betul,Multai,Maize,Yellow,FAQ,1051,1055,1053,28 Apr 2018
28427,28427,Betul,Multai,Maize,Yellow,FAQ,971,1100,1050,27 Apr 2018
28428,28428,Betul,Multai,Maize,Yellow,FAQ,1000,1082,1041,26 Apr 2018
28429,28429,Betul,Multai,Maize,Yellow,FAQ,1048,1058,1053,25 Apr 2018
28430,28430,Betul,Multai,Maize,Yellow,FAQ,1000,1031,1015,24 Apr 2018
28431,28431,Betul,Multai,Maize,Yellow,FAQ,1000,1060,1030,23 Apr 2018
28432,28432,Betul,Multai,Maize,Yellow,FAQ,1000,1175,1095,21 Apr 2018
28433,28433,Betul,Multai,Maize,Yellow,FAQ,1045,1170,1110,20 Apr 2018
28434,28434,Betul,Multai,Maize,Yellow,FAQ,1000,1072,1036,19 Apr 2018
28435,28435,Betul,Multai,Maize,Yellow,FAQ,1001,1055,1025,17 Apr 2018
28436,28436,Betul,Multai,Maize,Yellow,FAQ,1000,1061,1030,16 Apr 2018
28437,28437,Betul,Multai,Maize,Yellow,FAQ,1005,1075,1040,13 Apr 2018
28438,28438,Betul,Multai,Maize,Yellow,FAQ,1015,1075,1045,12 Apr 2018
28439,28439,Betul,Multai,Maize,Yellow,FAQ,995,1060,1030,11 Apr 2018
28440,28440,Betul,Multai,Maize,Yellow,FAQ,1000,1100,1050,10 Apr 2018
28441,28441,Betul,Multai,Maize,Yellow,FAQ,1010,1020,1015,09 Apr 2018
28442,28442,Betul,Multai,Maize,Other,FAQ,1000,1091,1040,04 Apr 2018
28443,28443,Betul,Multai,Maize,Other,FAQ,1000,1050,1025,31 Mar 2018
28444,28444,Betul,Multai,Maize,Other,FAQ,1005,1203,1104,28 Mar 2018
28445,28445,Betul,Multai,Maize,Other,FAQ,960,1050,1005,27 Mar 2018
28446,28446,Betul,Multai,Maize,Other,FAQ,1005,1065,1035,26 Mar 2018
28447,28447,Betul,Multai,Maize,Other,FAQ,1000,1100,1050,24 Mar 2018
28448,28448,Betul,Multai,Maize,Other,FAQ,1015,1100,1025,23 Mar 2018
28449,28449,Betul,Multai,Maize,Other,FAQ,1015,1050,1032,22 Mar 2018
28450,28450,Betul,Multai,Maize,Other,FAQ,1000,1060,1041,21 Mar 2018
28451,28451,Betul,Multai,Maize,Other,FAQ,1045,1050,1047,20 Mar 2018
28452,28452,Betul,Multai,Maize,Other,FAQ,1000,1100,1050,17 Mar 2018
28453,28453,Betul,Multai,Maize,Other,FAQ,1000,1080,1040,16 Mar 2018
28454,28454,Betul,Multai,Maize,Other,FAQ,1010,1042,1026,15 Mar 2018
28455,28455,Betul,Multai,Maize,Other,FAQ,1050,1060,1055,14 Mar 2018
28456,28456,Betul,Multai,Maize,Other,FAQ,1000,1015,1008,13 Mar 2018
28457,28457,Betul,Multai,Maize,Other,FAQ,1000,1000,1000,12 Mar 2018
28458,28458,Betul,Multai,Maize,Other,FAQ,955,1045,997,10 Mar 2018
28459,28459,Betul,Multai,Maize,Other,FAQ,1020,1100,1060,09 Mar 2018
28460,28460,Betul,Multai,Maize,Yellow,FAQ,975,1050,1020,08 Mar 2018
28461,28461,Betul,Multai,Maize,Yellow,FAQ,1000,1072,1036,07 Mar 2018
28462,28462,Betul,Multai,Maize,Yellow,FAQ,1025,1060,1045,05 Mar 2018
28463,28463,Betul,Multai,Maize,Yellow,FAQ,1040,1065,1055,03 Mar 2018
28464,28464,Betul,Multai,Maize,Yellow,FAQ,1005,1010,1010,01 Mar 2018
28465,28465,Betul,Multai,Maize,Yellow,FAQ,1000,1010,1005,28 Feb 2018
28466,28466,Betul,Multai,Maize,Yellow,FAQ,1000,1050,1025,27 Feb 2018
28467,28467,Betul,Multai,Maize,Yellow,FAQ,1000,1060,1030,24 Feb 2018
28468,28468,Betul,Multai,Maize,Yellow,FAQ,1000,1005,1002,23 Feb 2018
28469,28469,Betul,Multai,Maize,Yellow,FAQ,990,1000,995,22 Feb 2018
28470,28470,Betul,Multai,Maize,Yellow,FAQ,1050,1050,1050,21 Feb 2018
28471,28471,Betul,Multai,Maize,Yellow,FAQ,1050,1050,1050,20 Feb 2018
28472,28472,Betul,Multai,Maize,Yellow,FAQ,1050,1075,1065,19 Feb 2018
28473,28473,Betul,Multai,Maize,Yellow,FAQ,1000,1080,1040,17 Feb 2018
28474,28474,Betul,Multai,Maize,Yellow,FAQ,1050,1080,1065,16 Feb 2018
28475,28475,Betul,Multai,Maize,Yellow,FAQ,1000,1099,1050,15 Feb 2018
28476,28476,Betul,Multai,Maize,Yellow,FAQ,1015,1025,1020,13 Feb 2018
28477,28477,Betul,Multai,Maize,Yellow,FAQ,1005,1030,1020,10 Feb 2018
28478,28478,Betul,Multai,Maize,Yellow,FAQ,1000,1000,1000,07 Feb 2018
28479,28479,Betul,Multai,Maize,Yellow,FAQ,981,998,989,05 Feb 2018
28480,28480,Betul,Multai,Maize,Yellow,FAQ,999,1007,1004,03 Feb 2018
28481,28481,Betul,Multai,Maize,Yellow,FAQ,1002,1038,1020,02 Feb 2018
28482,28482,Betul,Multai,Maize,Yellow,FAQ,930,1120,1025,01 Feb 2018
28483,28483,Betul,Multai,Maize,Yellow,FAQ,945,1122,1030,30 Jan 2018
28484,28484,Betul,Multai,Maize,Yellow,FAQ,950,1128,1030,29 Jan 2018
28485,28485,Betul,Multai,Maize,Yellow,FAQ,915,1190,1050,27 Jan 2018
28486,28486,Betul,Multai,Maize,Yellow,FAQ,925,1138,1045,25 Jan 2018
28487,28487,Betul,Multai,Maize,Yellow,FAQ,961,1138,1045,24 Jan 2018
28488,28488,Betul,Multai,Maize,Yellow,FAQ,950,1136,1040,23 Jan 2018
28489,28489,Betul,Multai,Maize,Yellow,FAQ,900,1140,1020,22 Jan 2018
28490,28490,Betul,Multai,Maize,Yellow,FAQ,940,1130,1020,20 Jan 2018
28491,28491,Betul,Multai,Maize,Yellow,FAQ,940,1130,1025,19 Jan 2018
28492,28492,Betul,Multai,Maize,Yellow,FAQ,901,1120,1010,18 Jan 2018
28493,28493,Betul,Multai,Maize,Yellow,FAQ,920,1068,1010,17 Jan 2018
28494,28494,Betul,Multai,Maize,Yellow,FAQ,816,1068,975,16 Jan 2018
28495,28495,Betul,Multai,Maize,Yellow,FAQ,950,1068,1010,15 Jan 2018
28496,28496,Betul,Multai,Maize,Yellow,FAQ,950,1039,985,13 Jan 2018
28497,28497,Betul,Multai,Maize,Yellow,FAQ,920,1050,980,12 Jan 2018
28498,28498,Betul,Multai,Maize,Yellow,FAQ,925,1038,980,11 Jan 2018
28499,28499,Betul,Multai,Maize,Yellow,FAQ,901,1047,970,10 Jan 2018
28500,28500,Betul,Multai,Maize,Yellow,FAQ,901,1025,960,09 Jan 2018
28501,28501,Betul,Multai,Maize,Yellow,FAQ,900,1028,970,08 Jan 2018
28502,28502,Betul,Multai,Maize,Yellow,FAQ,930,1025,975,06 Jan 2018
28503,28503,Betul,Multai,Maize,Yellow,FAQ,945,1010,970,05 Jan 2018
28504,28504,Betul,Multai,Maize,Yellow,FAQ,920,1020,960,04 Jan 2018
28505,28505,Betul,Multai,Maize,Yellow,FAQ,901,1025,965,03 Jan 2018
28506,28506,Betul,Multai,Maize,Yellow,FAQ,911,1025,960,02 Jan 2018
28507,28507,Betul,Multai,Maize,Yellow,FAQ,911,1020,955,01 Jan 2018
28508,28508,Betul,Multai,Maize,Yellow,FAQ,920,1020,980,30 Dec 2017
28509,28509,Betul,Multai,Maize,Yellow,FAQ,910,1021,970,29 Dec 2017
28510,28510,Betul,Multai,Maize,Yellow,FAQ,900,1020,960,28 Dec 2017
28511,28511,Betul,Multai,Maize,Yellow,FAQ,921,1025,970,23 Dec 2017
28512,28512,Betul,Multai,Maize,Yellow,FAQ,900,1052,960,22 Dec 2017
28513,28513,Betul,Multai,Maize,Yellow,FAQ,885,1038,950,21 Dec 2017
28514,28514,Betul,Multai,Maize,Yellow,FAQ,875,1050,940,20 Dec 2017
28515,28515,Betul,Multai,Maize,Yellow,FAQ,800,1075,930,16 Dec 2017
28516,28516,Betul,Multai,Maize,Yellow,FAQ,836,1035,960,15 Dec 2017
28517,28517,Betul,Multai,Maize,Yellow,FAQ,811,1045,950,14 Dec 2017
28518,28518,Betul,Multai,Maize,Yellow,FAQ,800,1035,1000,13 Dec 2017
28519,28519,Betul,Multai,Maize,Yellow,FAQ,900,1088,960,12 Dec 2017
28520,28520,Betul,Multai,Maize,Yellow,FAQ,909,1025,950,11 Dec 2017
28521,28521,Betul,Multai,Maize,Yellow,FAQ,850,1055,940,08 Dec 2017
28522,28522,Betul,Multai,Maize,Yellow,FAQ,852,1100,980,07 Dec 2017
28523,28523,Betul,Multai,Maize,Yellow,FAQ,888,1100,1000,04 Dec 2017
28524,28524,Betul,Multai,Maize,Yellow,FAQ,881,1100,980,01 Dec 2017
28525,28525,Betul,Multai,Maize,Yellow,FAQ,830,1100,1000,30 Nov 2017
28526,28526,Betul,Multai,Maize,Yellow,FAQ,830,1100,1000,29 Nov 2017
28527,28527,Betul,Multai,Maize,Yellow,FAQ,894,1075,1000,28 Nov 2017
28528,28528,Betul,Multai,Maize,Yellow,FAQ,905,1025,1000,27 Nov 2017
28529,28529,Betul,Multai,Maize,Yellow,FAQ,870,1080,1000,23 Nov 2017
28530,28530,Betul,Multai,Maize,Yellow,FAQ,850,1080,971,22 Nov 2017
28531,28531,Betul,Multai,Maize,Yellow,FAQ,800,1095,1000,21 Nov 2017
28532,28532,Betul,Multai,Maize,Yellow,FAQ,806,1045,950,20 Nov 2017
28533,28533,Betul,Multai,Maize,Yellow,FAQ,780,1020,1000,18 Nov 2017
28534,28534,Betul,Multai,Maize,Yellow,FAQ,925,1100,1000,17 Nov 2017
28535,28535,Betul,Multai,Maize,Yellow,FAQ,890,1016,950,16 Nov 2017
28536,28536,Betul,Multai,Maize,Yellow,FAQ,800,1040,1000,15 Nov 2017
28537,28537,Betul,Multai,Maize,Yellow,FAQ,900,1075,1000,14 Nov 2017
28538,28538,Betul,Multai,Maize,Yellow,FAQ,960,1100,1000,13 Nov 2017
28539,28539,Betul,Multai,Maize,Yellow,FAQ,975,1031,1001,11 Nov 2017
28540,28540,Betul,Multai,Maize,Yellow,FAQ,955,1100,1000,10 Nov 2017
28541,28541,Betul,Multai,Maize,Yellow,FAQ,900,1061,1011,09 Nov 2017
28542,28542,Betul,Multai,Maize,Yellow,FAQ,1000,1080,1050,08 Nov 2017
28543,28543,Betul,Multai,Maize,Yellow,FAQ,861,1080,1050,07 Nov 2017
28544,28544,Betul,Multai,Maize,Yellow,FAQ,980,1070,1030,06 Nov 2017
28545,28545,Betul,Multai,Maize,Yellow,FAQ,885,1060,1000,03 Nov 2017
28546,28546,Betul,Multai,Maize,Yellow,FAQ,890,1050,1000,02 Nov 2017
28547,28547,Betul,Multai,Maize,Yellow,FAQ,951,1050,1000,01 Nov 2017
28548,28548,Betul,Multai,Maize,Yellow,FAQ,950,1100,1000,31 Oct 2017
28549,28549,Betul,Multai,Maize,Yellow,FAQ,850,1100,1025,30 Oct 2017
28550,28550,Betul,Multai,Maize,Yellow,FAQ,1070,1100,1091,28 Oct 2017
28551,28551,Betul,Multai,Maize,Yellow,FAQ,1040,1100,1095,27 Oct 2017
28552,28552,Betul,Multai,Maize,Yellow,FAQ,1091,1100,1094,26 Oct 2017
28553,28553,Betul,Multai,Maize,Yellow,FAQ,1230,1240,1235,11 Oct 2017
28554,28554,Betul,Multai,Maize,Yellow,FAQ,1170,1181,1175,10 Oct 2017
28555,28555,Betul,Multai,Maize,Yellow,FAQ,1230,1240,1235,07 Oct 2017
28556,28556,Betul,Multai,Maize,Other,FAQ,1100,1335,1275,27 Sep 2017
28557,28557,Betul,Multai,Maize,Yellow,FAQ,1215,1245,1230,23 Sep 2017
28558,28558,Betul,Multai,Maize,Other,FAQ,1280,1280,1280,16 Sep 2017
28559,28559,Betul,Multai,Maize,Other,FAQ,1300,1300,1300,13 Sep 2017
28560,28560,Betul,Multai,Maize,Other,FAQ,1231,1275,1250,24 Aug 2017
28561,28561,Betul,Multai,Maize,Other,FAQ,1340,1375,1350,23 Aug 2017
28562,28562,Betul,Multai,Maize,Other,FAQ,1200,1271,1250,21 Aug 2017
28563,28563,Betul,Multai,Maize,Other,FAQ,1300,1310,1300,19 Aug 2017
28564,28564,Betul,Multai,Maize,Other,FAQ,1210,1375,1301,17 Aug 2017
28565,28565,Betul,Multai,Maize,Other,FAQ,1305,1305,1305,16 Aug 2017
28566,28566,Betul,Multai,Maize,Other,FAQ,1321,1340,1325,14 Aug 2017
28567,28567,Betul,Multai,Maize,Other,FAQ,1215,1410,1240,12 Aug 2017
28568,28568,Betul,Multai,Maize,Other,FAQ,1200,1325,1235,10 Aug 2017
28569,28569,Betul,Multai,Maize,Other,FAQ,1186,1315,1300,02 Aug 2017
28570,28570,Betul,Multai,Maize,Other,FAQ,1370,1380,1375,01 Aug 2017
28571,28571,Betul,Multai,Maize,Other,FAQ,1400,1420,1415,21 Jul 2017
28572,28572,Betul,Multai,Maize,Other,FAQ,1400,1405,1400,20 Jul 2017
28573,28573,Betul,Multai,Maize,Other,FAQ,1400,1405,1400,13 Jul 2017
28574,28574,Betul,Multai,Maize,Other,FAQ,1425,1425,1425,08 Jul 2017
28575,28575,Betul,Multai,Maize,Other,FAQ,1425,1425,1425,07 Jul 2017
28576,28576,Betul,Multai,Maize,Other,FAQ,1425,1425,1425,28 Jun 2017
28577,28577,Betul,Multai,Maize,Other,FAQ,1425,1425,1425,24 Jun 2017
28578,28578,Betul,Multai,Maize,Other,FAQ,1425,1425,1425,23 Jun 2017
28579,28579,Betul,Multai,Maize,Other,FAQ,1365,1365,1365,16 Jun 2017
28580,28580,Betul,Multai,Maize,Other,FAQ,1365,1365,1365,15 Jun 2017
28581,28581,Betul,Multai,Maize,Other,FAQ,1365,1365,1365,14 Jun 2017
28582,28582,Betul,Multai,Maize,Other,FAQ,1210,1225,1220,12 Jun 2017
28583,28583,Betul,Multai,Maize,Other,FAQ,1235,1275,1271,09 Jun 2017
28584,28584,Betul,Multai,Maize,Other,FAQ,1210,1215,1213,03 Jun 2017
28585,28585,Betul,Multai,Maize,Other,FAQ,1211,1211,1211,02 Jun 2017
28586,28586,Betul,Multai,Maize,Other,FAQ,1235,1300,1268,31 May 2017
28587,28587,Betul,Multai,Maize,Other,FAQ,1273,1300,1287,27 May 2017
28588,28588,Betul,Multai,Maize,Other,FAQ,1220,1220,1220,26 May 2017
28589,28589,Betul,Multai,Maize,Other,FAQ,1200,1221,1211,25 May 2017
28590,28590,Betul,Multai,Maize,Other,FAQ,1215,1290,1253,24 May 2017
28591,28591,Betul,Multai,Maize,Other,FAQ,1225,1235,1230,22 May 2017
28592,28592,Betul,Multai,Maize,Other,FAQ,1150,1180,1165,20 May 2017
28593,28593,Betul,Multai,Maize,Other,FAQ,1300,1300,1300,18 May 2017
28594,28594,Betul,Multai,Maize,Other,FAQ,1200,1200,1200,15 May 2017
28595,28595,Betul,Multai,Maize,Other,FAQ,1225,1230,1228,13 May 2017
28596,28596,Betul,Multai,Maize,Other,FAQ,1200,1230,1215,12 May 2017
28597,28597,Betul,Multai,Maize,Other,FAQ,1240,1280,1260,09 May 2017
28598,28598,Betul,Multai,Maize,Other,FAQ,1200,1250,1225,06 May 2017
28599,28599,Betul,Multai,Maize,Other,FAQ,1210,1230,1220,04 May 2017
28600,28600,Betul,Multai,Maize,Other,FAQ,1210,1255,1233,03 May 2017
28601,28601,Betul,Multai,Maize,Other,FAQ,1210,1240,1225,27 Apr 2017
28602,28602,Betul,Multai,Maize,Other,FAQ,1250,1250,1250,26 Apr 2017
28603,28603,Betul,Multai,Maize,Other,FAQ,1200,1205,1203,25 Apr 2017
28604,28604,Betul,Multai,Maize,Other,FAQ,1200,1260,1230,22 Apr 2017
28605,28605,Betul,Multai,Maize,Other,FAQ,1200,1235,1218,21 Apr 2017
28606,28606,Betul,Multai,Maize,Other,FAQ,1210,1250,1230,20 Apr 2017
28607,28607,Betul,Multai,Maize,Other,FAQ,1200,1200,1200,19 Apr 2017
28608,28608,Betul,Multai,Maize,Other,FAQ,1200,1298,1249,18 Apr 2017
28609,28609,Betul,Multai,Maize,Other,FAQ,1200,1300,1250,17 Apr 2017
28610,28610,Betul,Multai,Maize,Other,FAQ,1190,1223,1207,15 Apr 2017
28611,28611,Betul,Multai,Maize,Other,FAQ,1200,1230,1210,13 Apr 2017
28612,28612,Betul,Multai,Maize,Other,FAQ,1200,1260,1230,12 Apr 2017
28613,28613,Betul,Multai,Maize,Other,FAQ,1190,1250,1205,11 Apr 2017
28614,28614,Betul,Multai,Maize,Other,FAQ,1200,1250,1225,10 Apr 2017
28615,28615,Betul,Multai,Maize,Other,FAQ,1200,1275,1238,08 Apr 2017
28616,28616,Betul,Multai,Maize,Other,FAQ,1200,1275,1238,07 Apr 2017
28617,28617,Betul,Multai,Maize,Other,FAQ,1210,1210,1210,06 Apr 2017
28618,28618,Betul,Multai,Maize,Other,FAQ,1225,1300,1263,04 Apr 2017
28619,28619,Betul,Multai,Maize,Other,FAQ,1225,1275,1250,03 Apr 2017
28620,28620,Betul,Multai,Maize,Other,FAQ,1210,1330,1270,01 Apr 2017
28621,28621,Betul,Multai,Maize,Other,FAQ,1200,1270,1235,31 Mar 2017
28622,28622,Betul,Multai,Maize,Other,FAQ,1210,1280,1245,30 Mar 2017
28623,28623,Betul,Multai,Maize,Other,FAQ,1200,1295,1248,28 Mar 2017
28624,28624,Betul,Multai,Maize,Other,FAQ,1150,1305,1228,27 Mar 2017
28625,28625,Betul,Multai,Maize,Other,FAQ,1210,1302,1256,25 Mar 2017
28626,28626,Betul,Multai,Maize,Other,FAQ,1210,1250,1230,24 Mar 2017
28627,28627,Betul,Multai,Maize,Other,FAQ,1225,1260,1243,23 Mar 2017
28628,28628,Betul,Multai,Maize,Other,FAQ,1225,1240,1233,22 Mar 2017
28629,28629,Betul,Multai,Maize,Other,FAQ,1197,1222,1210,21 Mar 2017
28630,28630,Betul,Multai,Maize,Other,FAQ,1200,1260,1230,20 Mar 2017
28631,28631,Betul,Multai,Maize,Other,FAQ,1200,1256,1228,18 Mar 2017
28632,28632,Betul,Multai,Maize,Other,FAQ,1200,1230,1215,16 Mar 2017
28633,28633,Betul,Multai,Maize,Other,FAQ,1260,1270,1265,15 Mar 2017
28634,28634,Betul,Multai,Maize,Other,FAQ,1225,1300,1262,14 Mar 2017
28635,28635,Betul,Multai,Maize,Other,FAQ,1225,1260,1242,11 Mar 2017
28636,28636,Betul,Multai,Maize,Other,FAQ,1225,1305,1265,10 Mar 2017
28637,28637,Betul,Multai,Maize,Other,FAQ,1200,1305,1252,09 Mar 2017
28638,28638,Betul,Multai,Maize,Other,FAQ,1235,1305,1270,08 Mar 2017
28639,28639,Betul,Multai,Maize,Other,FAQ,1200,1310,1255,07 Mar 2017
28640,28640,Betul,Multai,Maize,Other,FAQ,1200,1301,1250,06 Mar 2017
28641,28641,Betul,Multai,Maize,Other,FAQ,1230,1333,1266,04 Mar 2017
28642,28642,Betul,Multai,Maize,Other,FAQ,1250,1300,1275,03 Mar 2017
28643,28643,Betul,Multai,Maize,Other,FAQ,1365,1365,1365,02 Mar 2017
28644,28644,Betul,Multai,Maize,Other,FAQ,1365,1365,1365,01 Mar 2017
28645,28645,Betul,Multai,Maize,Other,FAQ,1365,1365,1365,27 Feb 2017
28646,28646,Betul,Multai,Maize,Other,FAQ,1365,1365,1365,25 Feb 2017
28647,28647,Betul,Multai,Maize,Other,FAQ,1365,1365,1365,22 Feb 2017
28648,28648,Betul,Multai,Maize,Other,FAQ,1365,1365,1365,18 Feb 2017
28649,28649,Betul,Multai,Maize,Other,FAQ,1365,1365,1365,17 Feb 2017
28650,28650,Betul,Multai,Maize,Other,FAQ,1366,1366,1366,15 Feb 2017
28651,28651,Ujjain,Nagda,Maize,Other,FAQ,2595,2595,2595,23 Dec 2019
28652,28652,Ujjain,Nagda,Maize,Other,FAQ,1300,1300,1300,29 Nov 2019
28653,28653,Ujjain,Nagda,Maize,Other,FAQ,2371,2371,2371,22 Nov 2019
28654,28654,Ujjain,Nagda,Maize,Other,FAQ,1800,1800,1800,19 Nov 2019
28655,28655,Ujjain,Nagda,Maize,Other,FAQ,2300,2300,2300,15 Nov 2019
28656,28656,Ujjain,Nagda,Maize,Other,FAQ,1700,1700,1700,07 Nov 2019
28657,28657,Ujjain,Nagda,Maize,Other,FAQ,1700,1700,1700,06 Nov 2019
28658,28658,Ujjain,Nagda,Maize,Other,FAQ,1502,1502,1502,03 Nov 2019
28659,28659,Ujjain,Nagda,Maize,Other,FAQ,2000,2000,2000,31 Oct 2019
28660,28660,Ujjain,Nagda,Maize,Other,FAQ,2052,2052,2052,17 Sep 2019
28661,28661,Ujjain,Nagda,Maize,Other,FAQ,1800,1800,1800,30 Aug 2019
28662,28662,Ujjain,Nagda,Maize,Other,FAQ,2411,2411,2411,23 Jul 2019
28663,28663,Ujjain,Nagda,Maize,Other,FAQ,2101,2101,2101,19 Jun 2019
28664,28664,Ujjain,Nagda,Maize,Other,FAQ,2001,2001,2001,17 Jun 2019
28665,28665,Ujjain,Nagda,Maize,Other,FAQ,2050,2050,2050,07 Jun 2019
